Kanton,Gemeinde,Schweizer,Ausländer,Einbürgerungen,Ja,Nein,Anteil Schweizer,Anteil Ausl,Anteil Ja,Anteil Nein,Einwohner,Quantile
VS,Saillon,1808,519,7,427,518,0.7769660507,0.2230339493,0.4518518519,0.5481481481,2327,50% - 75%
FR,Saint-Aubin (FR),1248,278,5,294,292,0.8178243775,0.1821756225,0.5017064846,0.4982935154,1526,50% - 75%
NE,Saint-Aubin-Sauges,1944,496,10,330,561,0.7967213115,0.2032786885,0.3703703704,0.6296296296,2440,50% - 75%
VD,Saint-Barthélemy (VD),667,93,1,129,170,0.8776315789,0.1223684211,0.4314381271,0.5685618729,760,25% - 50%
NE,Saint-Blaise,2632,626,14,407,904,0.8078575813,0.1921424187,0.3104500381,0.6895499619,3258,50% - 75%
JU,Saint-Brais,220,12,0,55,55,0.9482758621,0.05172413793,0.5,0.5,232,0% - 25%
VD,Saint-Cergue,1478,677,14,294,348,0.6858468677,0.3141531323,0.4579439252,0.5420560748,2155,50% - 75%
VD,Saint-George,743,198,8,132,227,0.7895855473,0.2104144527,0.3676880223,0.6323119777,941,25% - 50%
VS,Saint-Gingolph,767,172,0,170,178,0.8168264111,0.1831735889,0.4885057471,0.5114942529,939,25% - 50%
BE,Saint-Imier,3605,1261,13,647,710,0.7408549116,0.2591450884,0.4767870302,0.5232129698,4866,75% - 90%
VD,Saint-Légier-La Chiésaz,3823,1196,20,674,1299,0.761705519,0.238294481,0.3416117587,0.6583882413,5019,75% - 90%
VS,Saint-Léonard,1787,384,13,455,541,0.8231229848,0.1768770152,0.4568273092,0.5431726908,2171,50% - 75%
VD,Saint-Livres,574,112,3,113,153,0.8367346939,0.1632653061,0.4248120301,0.5751879699,686,25% - 50%
FR,Saint-Martin (FR),882,103,0,209,220,0.8954314721,0.1045685279,0.4871794872,0.5128205128,985,25% - 50%
VS,Saint-Martin (VS),840,43,0,227,297,0.9513023783,0.04869762174,0.4332061069,0.5667938931,883,25% - 50%
VS,Saint-Maurice,3251,1237,39,673,915,0.7243761141,0.2756238859,0.4238035264,0.5761964736,4488,75% - 90%
VD,Saint-Oyens,268,52,3,66,70,0.8375,0.1625,0.4852941176,0.5147058824,320,0% - 25%
VD,Saint-Prex,3510,1941,22,546,1013,0.6439185471,0.3560814529,0.3502245029,0.6497754971,5451,75% - 90%
VD,Saint-Saphorin (Lavaux),258,74,1,44,120,0.7771084337,0.2228915663,0.2682926829,0.7317073171,332,0% - 25%
VD,Saint-Sulpice (VD),2037,1268,15,434,695,0.6163388805,0.3836611195,0.3844109832,0.6155890168,3305,75% - 90%
VD,Sainte-Croix,3856,804,11,759,916,0.8274678112,0.1725321888,0.4531343284,0.5468656716,4660,75% - 90%
TG,Salenstein,948,316,7,254,222,0.75,0.25,0.5336134454,0.4663865546,1264,25% - 50%
FR,Sâles,1343,97,1,290,274,0.9326388889,0.06736111111,0.5141843972,0.4858156028,1440,50% - 75%
VS,Salgesch,1223,170,19,431,267,0.8779612347,0.1220387653,0.61747851,0.38252149,1393,50% - 75%
TG,Salmsach,999,351,3,232,167,0.74,0.26,0.5814536341,0.4185463659,1350,50% - 75%
GR,Salouf,203,9,0,40,39,0.9575471698,0.04245283019,0.5063291139,0.4936708861,212,0% - 25%
VS,Salvan,1092,123,0,226,361,0.8987654321,0.1012345679,0.3850085179,0.6149914821,1215,25% - 50%
FR,Salvenach,470,32,0,136,97,0.9362549801,0.06374501992,0.5836909871,0.4163090129,502,0% - 25%
GR,Samedan,2278,704,6,555,640,0.7639168343,0.2360831657,0.4644351464,0.5355648536,2982,50% - 75%
GR,Samnaun,624,169,0,106,87,0.7868852459,0.2131147541,0.5492227979,0.4507772021,793,25% - 50%
GR,San Vittore,601,141,1,208,94,0.8099730458,0.1900269542,0.6887417219,0.3112582781,742,25% - 50%
TI,Sant'Antonino,1615,673,3,550,162,0.7058566434,0.2941433566,0.7724719101,0.2275280899,2288,50% - 75%
TI,Sant'Antonio,201,21,0,71,36,0.9054054054,0.09459459459,0.6635514019,0.3364485981,222,0% - 25%
GR,Santa Maria in Calanca,105,12,0,38,17,0.8974358974,0.1025641026,0.6909090909,0.3090909091,117,0% - 25%
SG,Sargans,4399,1380,25,1100,932,0.7612043606,0.2387956394,0.5413385827,0.4586614173,5779,75% - 90%
AG,Sarmenstorf,2235,299,3,639,331,0.8820047356,0.1179952644,0.6587628866,0.3412371134,2534,50% - 75%
OW,Sarnen,8568,1391,16,2445,1900,0.8603273421,0.1396726579,0.5627157652,0.4372842348,9959,90% - 99%
VD,Sarzens,72,13,0,16,23,0.8470588235,0.1529411765,0.4102564103,0.5897435897,85,0% - 25%
GE,Satigny,2863,1011,27,520,847,0.7390294269,0.2609705731,0.3803950256,0.6196049744,3874,75% - 90%
SZ,Sattel,1650,178,8,550,235,0.9026258206,0.09737417943,0.7006369427,0.2993630573,1828,50% - 75%
VD,Saubraz,295,71,0,57,50,0.806010929,0.193989071,0.5327102804,0.4672897196,366,0% - 25%
BE,Sauge,672,100,3,153,128,0.8704663212,0.1295336788,0.5444839858,0.4555160142,772,25% - 50%
JU,Saulcy,246,12,1,37,63,0.9534883721,0.04651162791,0.37,0.63,258,0% - 25%
BE,Saules (BE),155,2,0,58,24,0.9872611465,0.0127388535,0.7073170732,0.2926829268,157,0% - 25%
VS,Savièse,6068,871,14,1673,1720,0.8744775904,0.1255224096,0.4930739758,0.5069260242,6939,75% - 90%
VD,Savigny,2627,727,11,548,776,0.7832438879,0.2167561121,0.413897281,0.586102719,3354,75% - 90%
GR,Savognin,837,174,2,145,186,0.8278931751,0.1721068249,0.4380664653,0.5619335347,1011,25% - 50%
TI,Savosa,1426,716,8,516,221,0.6657329599,0.3342670401,0.7001356852,0.2998643148,2142,50% - 75%
BE,Saxeten,98,2,0,36,13,0.98,0.02,0.7346938776,0.2653061224,100,0% - 25%
VS,Saxon,3347,1556,28,1061,778,0.6826432796,0.3173567204,0.5769439913,0.4230560087,4903,75% - 90%
SH,Schaffhausen,25793,9620,152,7621,7265,0.7283483467,0.2716516533,0.511957544,0.488042456,35413,99% - 100%
AG,Schafisheim,2319,518,4,638,385,0.81741276,0.18258724,0.623655914,0.376344086,2837,50% - 75%
BE,Schangnau,880,23,1,333,62,0.9745293466,0.02547065338,0.8430379747,0.1569620253,903,25% - 50%
SG,Schänis,3221,399,8,940,428,0.8897790055,0.1102209945,0.6871345029,0.3128654971,3620,75% - 90%
GR,Scharans,776,42,1,198,171,0.9486552567,0.05134474328,0.5365853659,0.4634146341,818,25% - 50%
UR,Schattdorf,4636,373,6,1184,748,0.9255340387,0.07446596127,0.6128364389,0.3871635611,5009,75% - 90%
BE,Schattenhalb,519,78,0,134,69,0.8693467337,0.1306532663,0.6600985222,0.3399014778,597,25% - 50%
BE,Schelten,34,0,0,12,15,1,0,0.4444444444,0.5555555556,34,0% - 25%
LU,Schenkon,2558,120,1,685,597,0.9551904406,0.04480955937,0.5343213729,0.4656786271,2678,50% - 75%
AG,Scherz,588,54,0,175,120,0.9158878505,0.08411214953,0.593220339,0.406779661,642,25% - 50%
BE,Scheuren,449,11,2,115,67,0.9760869565,0.02391304348,0.6318681319,0.3681318681,460,0% - 25%
GR,Schiers,2203,373,10,507,364,0.8552018634,0.1447981366,0.5820895522,0.4179104478,2576,50% - 75%
AG,Schinznach,1931,306,9,505,408,0.8632096558,0.1367903442,0.5531215772,0.4468784228,2237,50% - 75%
AG,Schinznach-Bad,862,321,0,267,192,0.7286559594,0.2713440406,0.5816993464,0.4183006536,1183,25% - 50%
TG,Schlatt (TG),1420,180,0,422,228,0.8875,0.1125,0.6492307692,0.3507692308,1600,50% - 75%
ZH,Schlatt (ZH),690,48,8,211,134,0.9349593496,0.06504065041,0.6115942029,0.3884057971,738,25% - 50%
AI,Schlatt-Haslen,1103,31,0,301,129,0.9726631393,0.02733686067,0.7,0.3,1134,25% - 50%
ZH,Schleinikon,648,70,1,184,131,0.9025069638,0.09749303621,0.5841269841,0.4158730159,718,25% - 50%
SH,Schleitheim,1484,214,4,529,266,0.8739693757,0.1260306243,0.665408805,0.334591195,1698,50% - 75%
LU,Schlierbach,693,62,1,184,120,0.9178807947,0.0821192053,0.6052631579,0.3947368421,755,25% - 50%
ZH,Schlieren,9435,7764,96,1851,1627,0.5485784057,0.4514215943,0.5322024152,0.4677975848,17199,90% - 99%
AG,Schlossrued,755,55,1,260,71,0.9320987654,0.06790123457,0.7854984894,0.2145015106,810,25% - 50%
BE,Schlosswil,614,18,1,160,122,0.9715189873,0.02848101266,0.5673758865,0.4326241135,632,25% - 50%
GR,Schluein,445,115,0,89,70,0.7946428571,0.2053571429,0.5597484277,0.4402515723,560,0% - 25%
SG,Schmerikon,2603,819,8,700,492,0.760666277,0.239333723,0.5872483221,0.4127516779,3422,75% - 90%
AG,Schmiedrued,1080,107,0,329,105,0.9098567818,0.0901432182,0.7580645161,0.2419354839,1187,25% - 50%
FR,Schmitten (FR),3540,409,3,794,789,0.8964294758,0.1035705242,0.5015792798,0.4984207202,3949,75% - 90%
GR,Schmitten (GR),225,24,1,50,43,0.9036144578,0.09638554217,0.5376344086,0.4623655914,249,0% - 25%
AG,Schneisingen,1206,123,1,346,251,0.9074492099,0.09255079007,0.5795644891,0.4204355109,1329,25% - 50%
SO,Schnottwil,995,60,0,249,205,0.9431279621,0.05687203791,0.5484581498,0.4515418502,1055,25% - 50%
ZH,Schöfflisdorf,1158,217,5,352,245,0.8421818182,0.1578181818,0.5896147404,0.4103852596,1375,50% - 75%
AG,Schöftland,3301,594,3,903,605,0.8474967908,0.1525032092,0.598806366,0.401193634,3895,75% - 90%
ZH,Schönenberg (ZH),1696,200,1,520,378,0.8945147679,0.1054852321,0.579064588,0.420935412,1896,50% - 75%
BL,Schönenbuch,1275,141,1,298,309,0.9004237288,0.09957627119,0.4909390445,0.5090609555,1416,50% - 75%
AR,Schönengrund,466,26,1,102,25,0.9471544715,0.05284552846,0.8031496063,0.1968503937,492,0% - 25%
SO,Schönenwerd,3077,1749,30,762,569,0.6375880646,0.3624119354,0.5725018783,0.4274981217,4826,75% - 90%
LU,Schongau,861,52,1,272,132,0.9430449069,0.0569550931,0.6732673267,0.3267326733,913,25% - 50%
TG,Schönholzerswilen,752,55,0,199,112,0.9318463445,0.06815365551,0.6398713826,0.3601286174,807,25% - 50%
LU,Schötz,3269,595,12,808,554,0.8460144928,0.1539855072,0.5932452276,0.4067547724,3864,75% - 90%
SZ,Schübelbach,6302,2265,28,1888,837,0.7356134003,0.2643865997,0.6928440367,0.3071559633,8567,90% - 99%
AG,Schupfart,694,64,0,210,115,0.9155672823,0.08443271768,0.6461538462,0.3538461538,758,25% - 50%
BE,Schüpfen,3328,238,11,726,760,0.933258553,0.066741447,0.4885598923,0.5114401077,3566,75% - 90%
LU,Schüpfheim,3783,270,1,1133,739,0.9333826795,0.0666173205,0.6052350427,0.3947649573,4053,75% - 90%
AG,Schwaderloch,572,111,4,153,85,0.8374816984,0.1625183016,0.6428571429,0.3571428571,683,25% - 50%
BE,Schwadernau,628,34,2,153,102,0.9486404834,0.05135951662,0.6,0.4,662,25% - 50%
BE,Schwanden bei Brienz,549,29,1,118,137,0.9498269896,0.05017301038,0.462745098,0.537254902,578,0% - 25%
LU,Schwarzenberg,1567,109,6,490,285,0.9349642005,0.06503579952,0.6322580645,0.3677419355,1676,50% - 75%
BE,Schwarzenburg,6408,365,3,1679,1265,0.9461095526,0.05389044736,0.5703125,0.4296875,6773,75% - 90%
BE,Schwarzhäusern,487,16,0,143,80,0.9681908549,0.03180914513,0.6412556054,0.3587443946,503,0% - 25%
AR,Schwellbrunn,1375,101,1,466,190,0.9315718157,0.06842818428,0.7103658537,0.2896341463,1476,50% - 75%
AI,Schwende,1950,180,2,477,257,0.9154929577,0.08450704225,0.6498637602,0.3501362398,2130,50% - 75%
BE,Schwendibach,250,5,0,87,36,0.9803921569,0.01960784314,0.7073170732,0.2926829268,255,0% - 25%
ZH,Schwerzenbach,3661,1082,23,867,878,0.7718743411,0.2281256589,0.4968481375,0.5031518625,4743,75% - 90%
SZ,Schwyz,12099,2564,34,3724,2480,0.8251381027,0.1748618973,0.6002578981,0.3997421019,14663,90% - 99%
GR,Scuol,1690,643,4,311,394,0.7243891985,0.2756108015,0.4411347518,0.5588652482,2333,50% - 75%
BE,Seeberg,1369,57,0,394,243,0.9600280505,0.03997194951,0.6185243328,0.3814756672,1426,50% - 75%
BE,Seedorf (BE),2819,149,5,796,505,0.9497978437,0.05020215633,0.6118370484,0.3881629516,2968,50% - 75%
UR,Seedorf (UR),1714,92,0,401,230,0.9490586932,0.05094130676,0.6354992076,0.3645007924,1806,50% - 75%
ZH,Seegräben,1089,216,1,222,233,0.8344827586,0.1655172414,0.4879120879,0.5120879121,1305,25% - 50%
BE,Seehof,66,4,0,25,7,0.9428571429,0.05714285714,0.78125,0.21875,70,0% - 25%
UR,Seelisberg,583,101,0,148,87,0.8523391813,0.1476608187,0.629787234,0.370212766,684,25% - 50%
AG,Seengen,3255,377,7,912,650,0.8962004405,0.1037995595,0.5838668374,0.4161331626,3632,75% - 90%
SO,Seewen,920,78,2,254,180,0.9218436874,0.07815631263,0.5852534562,0.4147465438,998,25% - 50%
GR,Seewis im Prättigau,1260,118,2,260,208,0.9143686502,0.08563134978,0.5555555556,0.4444444444,1378,50% - 75%
BE,Seftigen,2046,117,2,576,361,0.9459084605,0.05409153953,0.6147278549,0.3852721451,2163,50% - 75%
GR,Selma,32,1,0,15,5,0.9696969697,0.0303030303,0.75,0.25,33,0% - 25%
BL,Seltisberg,1203,86,1,317,344,0.9332816137,0.06671838635,0.4795763994,0.5204236006,1289,25% - 50%
SO,Selzach,2742,418,8,740,415,0.867721519,0.132278481,0.6406926407,0.3593073593,3160,50% - 75%
VS,Sembrancher,777,161,1,229,164,0.828358209,0.171641791,0.582697201,0.417302799,938,25% - 50%
TI,Sementina,2344,767,14,763,323,0.7534554806,0.2465445194,0.7025782689,0.2974217311,3111,50% - 75%
LU,Sempach,3840,265,14,827,1038,0.9354445798,0.06455542022,0.4434316354,0.5565683646,4105,75% - 90%
FR,Semsales,1183,161,10,282,215,0.8802083333,0.1197916667,0.5674044266,0.4325955734,1344,25% - 50%
VD,Senarclens,391,40,1,87,106,0.9071925754,0.09280742459,0.4507772021,0.5492227979,431,0% - 25%
FR,Senèdes,135,4,0,38,34,0.9712230216,0.02877697842,0.5277777778,0.4722222222,139,0% - 25%
SG,Sennwald,3675,1274,26,1092,573,0.7425742574,0.2574257426,0.6558558559,0.3441441441,4949,75% - 90%
GR,Sent,788,115,0,136,199,0.8726467331,0.1273532669,0.4059701493,0.5940298507,903,25% - 50%
AG,Seon,3743,1052,14,1045,659,0.7806047967,0.2193952033,0.6132629108,0.3867370892,4795,75% - 90%
VD,Sergey,128,16,0,36,22,0.8888888889,0.1111111111,0.6206896552,0.3793103448,144,0% - 25%
TI,Serravalle,1877,168,3,690,233,0.9178484108,0.08215158924,0.7475622969,0.2524377031,2045,50% - 75%
VD,Servion,1537,286,4,303,429,0.8431157433,0.1568842567,0.4139344262,0.5860655738,1823,50% - 75%
TI,Sessa,551,130,2,241,97,0.8091042584,0.1908957416,0.7130177515,0.2869822485,681,25% - 50%
ZH,Seuzach,6235,901,15,1791,1370,0.8737387892,0.1262612108,0.5665928504,0.4334071496,7136,90% - 99%
FR,Sévaz,205,44,1,44,44,0.8232931727,0.1767068273,0.5,0.5,249,0% - 25%
SG,Sevelen,3053,1623,18,810,529,0.6529084688,0.3470915312,0.6049290515,0.3950709485,4676,75% - 90%
VD,Sévery,197,13,0,43,53,0.9380952381,0.0619047619,0.4479166667,0.5520833333,210,0% - 25%
SH,Siblingen,705,92,0,251,161,0.8845671267,0.1154328733,0.609223301,0.390776699,797,25% - 50%
VS,Sierre,11181,4764,135,2658,3014,0.7012229539,0.2987770461,0.4686177715,0.5313822285,15945,90% - 99%
AG,Siglistorf,498,115,1,154,64,0.8123980424,0.1876019576,0.7064220183,0.2935779817,613,25% - 50%
BE,Signau,2616,129,2,725,302,0.9530054645,0.04699453552,0.70593963,0.29406037,2745,50% - 75%
VD,Signy-Avenex,334,121,2,59,120,0.7340659341,0.2659340659,0.3296089385,0.6703910615,455,0% - 25%
BE,Sigriswil,4207,472,8,1667,714,0.8991237444,0.1008762556,0.7001259975,0.2998740025,4679,75% - 90%
UR,Silenen,1917,245,2,406,194,0.8866790009,0.1133209991,0.6766666667,0.3233333333,2162,50% - 75%
GR,Sils im Domleschg,767,130,8,183,125,0.8550724638,0.1449275362,0.5941558442,0.4058441558,897,25% - 50%
GR,Sils im Engadin/Segl,495,278,1,85,145,0.6403622251,0.3596377749,0.3695652174,0.6304347826,773,25% - 50%
GR,Silvaplana,678,334,3,143,150,0.6699604743,0.3300395257,0.4880546075,0.5119453925,1012,25% - 50%
VS,Simplon,320,5,0,84,73,0.9846153846,0.01538461538,0.5350318471,0.4649681529,325,0% - 25%
AG,Sins,3442,740,10,841,514,0.8230511717,0.1769488283,0.6206642066,0.3793357934,4182,75% - 90%
VS,Sion,23696,8471,208,4769,7023,0.7366555787,0.2633444213,0.40442673,0.59557327,32167,99% - 100%
TG,Sirnach,5735,1628,32,1455,914,0.7788944724,0.2211055276,0.6141831997,0.3858168003,7363,90% - 99%
BE,Siselen,535,64,0,145,99,0.8931552588,0.1068447412,0.5942622951,0.4057377049,599,25% - 50%
UR,Sisikon,341,53,0,91,49,0.8654822335,0.1345177665,0.65,0.35,394,0% - 25%
BL,Sissach,5244,1012,14,1189,1299,0.8382352941,0.1617647059,0.4778938907,0.5221061093,6256,75% - 90%
AG,Sisseln,1158,303,10,271,162,0.7926078029,0.2073921971,0.6258660508,0.3741339492,1461,50% - 75%
FR,Siviriez,1917,236,3,433,330,0.8903855086,0.1096144914,0.5674967235,0.4325032765,2153,50% - 75%
GR,Soazza,304,48,0,96,49,0.8636363636,0.1363636364,0.6620689655,0.3379310345,352,0% - 25%
TI,Sobrio,71,3,0,25,7,0.9594594595,0.04054054054,0.78125,0.21875,74,0% - 25%
SO,Solothurn,13108,3357,34,2215,4196,0.7961129669,0.2038870331,0.345499922,0.654500078,16465,90% - 99%
TG,Sommeri,459,49,0,151,67,0.9035433071,0.09645669291,0.6926605505,0.3073394495,508,0% - 25%
BE,Sonceboz-Sombeval,1514,277,0,295,252,0.8453378001,0.1546621999,0.5393053016,0.4606946984,1791,50% - 75%
TI,Sonogno,92,5,0,25,16,0.9484536082,0.05154639175,0.6097560976,0.3902439024,97,0% - 25%
BE,Sonvilier,1074,135,5,200,169,0.888337469,0.111662531,0.5420054201,0.4579945799,1209,25% - 50%
GE,Soral,593,125,2,111,182,0.8259052925,0.1740947075,0.3788395904,0.6211604096,718,25% - 50%
TI,Sorengo,1142,719,3,394,257,0.613648576,0.386351424,0.6052227343,0.3947772657,1861,50% - 75%
FR,Sorens,913,93,2,222,191,0.907554672,0.09244532803,0.5375302663,0.4624697337,1006,25% - 50%
BE,Sornetan,120,8,0,25,37,0.9375,0.0625,0.4032258065,0.5967741935,128,0% - 25%
BE,Sorvilier,243,19,1,53,57,0.927480916,0.07251908397,0.4818181818,0.5181818182,262,0% - 25%
JU,Soubey,140,5,0,28,28,0.9655172414,0.03448275862,0.5,0.5,145,0% - 25%
BE,Souboz,119,16,0,30,24,0.8814814815,0.1185185185,0.5555555556,0.4444444444,135,0% - 25%
JU,Soyhières,393,90,1,93,72,0.8136645963,0.1863354037,0.5636363636,0.4363636364,483,0% - 25%
AR,Speicher,3762,421,10,962,1042,0.8993545302,0.1006454698,0.4800399202,0.5199600798,4183,75% - 90%
BE,Spiez,11486,1063,27,2909,2670,0.9152920551,0.08470794486,0.5214196092,0.4785803908,12549,90% - 99%
UR,Spiringen,831,15,0,221,60,0.9822695035,0.01773049645,0.7864768683,0.2135231317,846,25% - 50%
GR,Splügen,354,52,1,86,101,0.8719211823,0.1280788177,0.4598930481,0.5401069519,406,0% - 25%
AG,Spreitenbach,5329,5601,56,1212,635,0.4875571821,0.5124428179,0.656199242,0.343800758,10930,90% - 99%
FR,St. Antoni,1838,87,1,480,307,0.9548051948,0.04519480519,0.6099110546,0.3900889454,1925,50% - 75%
GR,St. Antönien,340,18,0,114,27,0.9497206704,0.05027932961,0.8085106383,0.1914893617,358,0% - 25%
SG,St. Gallen,52618,21493,405,10050,14739,0.7099890704,0.2900109296,0.4054217597,0.5945782403,74111,99% - 100%
SG,St. Margrethen,3114,2628,24,876,481,0.5423197492,0.4576802508,0.645541636,0.354458364,5742,75% - 90%
GR,St. Martin,33,0,0,8,0,1,0,1,0,33,0% - 25%
GR,St. Moritz,3109,2038,14,728,820,0.604041189,0.395958811,0.4702842377,0.5297157623,5147,75% - 90%
VS,St. Niklaus,2130,195,12,592,312,0.9161290323,0.08387096774,0.6548672566,0.3451327434,2325,50% - 75%
FR,St. Silvester,908,34,0,294,118,0.9639065817,0.03609341826,0.713592233,0.286407767,942,25% - 50%
BE,St. Stephan,1232,114,1,529,141,0.9153046062,0.08469539376,0.7895522388,0.2104477612,1346,50% - 75%
FR,St. Ursen,1192,60,1,275,251,0.9520766773,0.04792332268,0.5228136882,0.4771863118,1252,25% - 50%
TI,Stabio,3456,962,41,1352,503,0.7822544138,0.2177455862,0.7288409704,0.2711590296,4418,75% - 90%
ZH,Stadel,1779,236,4,530,294,0.8828784119,0.1171215881,0.6432038835,0.3567961165,2015,50% - 75%
ZH,Stäfa,11448,2428,79,2652,3496,0.8250216201,0.1749783799,0.4313597918,0.5686402082,13876,90% - 99%
AG,Staffelbach,956,68,1,290,139,0.93359375,0.06640625,0.675990676,0.324009324,1024,25% - 50%
VS,Stalden (VS),1038,83,11,334,226,0.9259589652,0.07404103479,0.5964285714,0.4035714286,1121,25% - 50%
VS,Staldenried,543,8,1,143,148,0.9854809437,0.01451905626,0.4914089347,0.5085910653,551,0% - 25%
ZH,Stallikon,2709,600,20,795,670,0.8186763373,0.1813236627,0.542662116,0.457337884,3309,75% - 90%
NW,Stans,7151,961,9,1779,1786,0.8815335306,0.1184664694,0.4990182328,0.5009817672,8112,90% - 99%
NW,Stansstad,3821,596,16,1153,792,0.8650667874,0.1349332126,0.5928020566,0.4071979434,4417,75% - 90%
SO,Starrkirch-Wil,1440,191,6,317,418,0.8828939301,0.1171060699,0.431292517,0.568707483,1631,50% - 75%
AG,Staufen,2215,370,7,595,533,0.8568665377,0.1431334623,0.5274822695,0.4725177305,2585,50% - 75%
TG,Steckborn,2758,911,19,594,559,0.7517034614,0.2482965386,0.5151777971,0.4848222029,3669,75% - 90%
BE,Steffisburg,13971,1544,19,3535,3005,0.9004834032,0.09951659684,0.5405198777,0.4594801223,15515,90% - 99%
VS,Steg-Hohtenn,1407,152,0,430,338,0.9025016036,0.09749839641,0.5598958333,0.4401041667,1559,50% - 75%
AG,Stein (AG),1859,1119,7,426,298,0.6242444594,0.3757555406,0.5883977901,0.4116022099,2978,50% - 75%
AR,Stein (AR),1286,71,3,395,258,0.947678703,0.05232129698,0.6049004594,0.3950995406,1357,50% - 75%
SH,Stein am Rhein,2585,701,22,838,706,0.7866707243,0.2133292757,0.542746114,0.457253886,3286,75% - 90%
SG,Steinach,2653,749,9,656,481,0.7798353909,0.2201646091,0.5769569041,0.4230430959,3402,75% - 90%
SZ,Steinen,3010,264,0,942,504,0.9193646915,0.08063530849,0.6514522822,0.3485477178,3274,50% - 75%
SZ,Steinerberg,850,63,1,277,90,0.9309967141,0.06900328587,0.7547683924,0.2452316076,913,25% - 50%
ZG,Steinhausen,7105,2108,25,1698,1894,0.7711928796,0.2288071204,0.4727171492,0.5272828508,9213,90% - 99%
ZH,Steinmaur,2568,711,12,735,516,0.7831655993,0.2168344007,0.587529976,0.412470024,3279,50% - 75%
ZH,Sternenberg,332,17,0,107,69,0.9512893983,0.04871060172,0.6079545455,0.3920454545,349,0% - 25%
AG,Stetten (AG),1421,337,8,350,266,0.8083048919,0.1916951081,0.5681818182,0.4318181818,1758,50% - 75%
SH,Stetten (SH),987,279,4,319,282,0.7796208531,0.2203791469,0.53078203,0.46921797,1266,25% - 50%
TG,Stettfurt,1066,79,1,254,231,0.9310043668,0.06899563319,0.5237113402,0.4762886598,1145,25% - 50%
BE,Stettlen,2581,302,13,566,698,0.8952480055,0.1047519945,0.4477848101,0.5522151899,2883,50% - 75%
GR,Stierva,126,14,0,11,22,0.9,0.1,0.3333333333,0.6666666667,140,0% - 25%
BE,Stocken-Höfen,943,35,0,252,114,0.9642126789,0.03578732106,0.6885245902,0.3114754098,978,25% - 50%
AG,Strengelbach,3495,1165,17,932,610,0.75,0.25,0.6044098573,0.3955901427,4660,75% - 90%
BE,Studen (BE),2499,385,8,630,411,0.8665048544,0.1334951456,0.6051873199,0.3948126801,2884,50% - 75%
SO,Stüsslingen,965,52,2,283,205,0.9488692232,0.05113077679,0.5799180328,0.4200819672,1017,25% - 50%
SO,Subingen,2524,471,1,695,433,0.8427378965,0.1572621035,0.6161347518,0.3838652482,2995,50% - 75%
VD,Suchy,407,55,0,78,128,0.880952381,0.119047619,0.3786407767,0.6213592233,462,0% - 25%
GR,Sufers,119,2,0,29,38,0.9834710744,0.01652892562,0.4328358209,0.5671641791,121,0% - 25%
AG,Suhr,6619,3054,40,1405,1522,0.6842758193,0.3157241807,0.4800136659,0.5199863341,9673,90% - 99%
TG,Sulgen,2718,857,2,752,476,0.7602797203,0.2397202797,0.6123778502,0.3876221498,3575,75% - 90%
VD,Sullens,774,101,0,200,188,0.8845714286,0.1154285714,0.5154639175,0.4845360825,875,25% - 50%
BE,Sumiswald,4749,279,2,1201,716,0.9445107399,0.05548926014,0.6264997392,0.3735002608,5028,75% - 90%
GR,Sumvitg,1175,72,0,248,289,0.9422614274,0.05773857257,0.4618249534,0.5381750466,1247,25% - 50%
GR,Sur,65,16,0,15,17,0.8024691358,0.1975308642,0.46875,0.53125,81,0% - 25%
GR,Surava,183,17,0,36,30,0.915,0.085,0.5454545455,0.4545454545,200,0% - 25%
FR,Surpierre,285,26,0,100,42,0.9163987138,0.08360128617,0.7042253521,0.2957746479,311,0% - 25%
LU,Sursee,7726,1353,63,1682,2007,0.850974777,0.149025223,0.455950122,0.544049878,9079,90% - 99%
VD,Suscévaz,179,14,0,51,48,0.9274611399,0.0725388601,0.5151515152,0.4848484848,193,0% - 25%
GR,Susch,173,41,1,43,55,0.808411215,0.191588785,0.4387755102,0.5612244898,214,0% - 25%
BE,Sutz-Lattrigen,1278,80,6,293,253,0.941089838,0.058910162,0.5366300366,0.4633699634,1358,50% - 75%
VD,Syens,102,34,0,32,21,0.75,0.25,0.6037735849,0.3962264151,136,0% - 25%
FR,Tafers,2732,365,7,623,657,0.8821440103,0.1178559897,0.48671875,0.51328125,3097,50% - 75%
AG,Tägerig,1168,207,2,333,194,0.8494545455,0.1505454545,0.6318785579,0.3681214421,1375,50% - 75%
BE,Tägertschi,393,16,1,115,69,0.9608801956,0.0391198044,0.625,0.375,409,0% - 25%
TG,Tägerwilen,2679,1400,27,575,545,0.6567786222,0.3432213778,0.5133928571,0.4866071429,4079,75% - 90%
GR,Tamins,1033,189,2,218,258,0.8453355155,0.1546644845,0.4579831933,0.5420168067,1222,25% - 50%
VD,Tannay,935,587,16,163,335,0.6143232589,0.3856767411,0.3273092369,0.6726907631,1522,50% - 75%
GR,Tarasp,226,144,2,36,51,0.6108108108,0.3891891892,0.4137931034,0.5862068966,370,0% - 25%
VD,Tartegnin,166,59,0,32,70,0.7377777778,0.2622222222,0.3137254902,0.6862745098,225,0% - 25%
VS,Täsch,562,603,10,167,86,0.4824034335,0.5175965665,0.6600790514,0.3399209486,1165,25% - 50%
BE,Täuffelen,2480,173,7,627,498,0.9347908029,0.06520919714,0.5573333333,0.4426666667,2653,50% - 75%
